0, -49.000000, 0.000000, -60.000000 
1, -6.000000, 0.000000, 9.000000 
2, -3.000000, 0.000000, 43.000000 
3, 46.000000, 0.000000, -16.000000 
4, -8.000000, 0.000000, -25.000000 
5, 55.000000, 0.000000, -37.000000 
6, -26.000000, 0.000000, -47.000000 
7, 31.000000, 0.000000, -5.000000 
8, -63.000000, 0.000000, -51.000000 
9, -63.000000, 0.000000, 13.000000 
10, -27.000000, 0.000000, 23.000000 
11, 0.000000, 0.000000, 56.000000 
12, -25.000000, 0.000000, -64.000000 
13, 56.000000, 0.000000, 57.000000 
14, 41.000000, 0.000000, -13.000000 
15, -11.000000, 0.000000, 61.000000 
16, 43.000000, 0.000000, -3.000000 
17, -29.000000, 0.000000, 14.000000 
18, 36.000000, 0.000000, 12.000000 
19, 6.000000, 0.000000, -14.000000 
20, -46.000000, 0.000000, 55.000000 
21, 43.000000, 0.000000, -47.000000 
22, 14.000000, 0.000000, 63.000000 
23, 31.000000, 0.000000, 21.000000 
24, 35.000000, 0.000000, 21.000000 
25, 30.000000, 0.000000, -42.000000 
26, -32.000000, 0.000000, 28.000000 
27, 14.000000, 0.000000, 55.000000 
28, -20.000000, 0.000000, 47.000000 
29, -18.000000, 0.000000, 11.000000 
30, -38.000000, 0.000000, -26.000000 
31, 9.000000, 0.000000, 61.000000 
32, -3.000000, 0.000000, 21.000000 
33, -17.000000, 0.000000, -18.000000 
34, -2.000000, 0.000000, 22.000000 
35, 37.000000, 0.000000, -33.000000 
36, 43.000000, 0.000000, -55.000000 
37, 28.000000, 0.000000, 18.000000 
38, 18.000000, 0.000000, -40.000000 
39, -32.000000, 0.000000, 44.000000 
40, -49.000000, 0.000000, -64.000000 
41, 18.000000, 0.000000, 30.000000 
42, 34.000000, 0.000000, 13.000000 
43, 24.000000, 0.000000, 4.000000 
44, -59.000000, 0.000000, -28.000000 
45, 19.000000, 0.000000, -51.000000 
46, -4.000000, 0.000000, -57.000000 
47, 17.000000, 0.000000, 29.000000 
48, -19.000000, 0.000000, 21.000000 
49, 5.000000, 0.000000, -17.000000 
50, 50.000000, 0.000000, -48.000000 
51, -12.000000, 0.000000, -1.000000 
52, 45.000000, 0.000000, 35.000000 
53, -16.000000, 0.000000, -25.000000 
54, 27.000000, 0.000000, 36.000000 
55, -54.000000, 0.000000, 8.000000 
56, -20.000000, 0.000000, -42.000000 
57, 4.000000, 0.000000, 43.000000 
58, -45.000000, 0.000000, -14.000000 
59, 5.000000, 0.000000, -24.000000 
60, 25.000000, 0.000000, -25.000000 
61, 16.000000, 0.000000, -56.000000 
62, 54.000000, 0.000000, 31.000000 
63, -9.000000, 0.000000, 38.000000 
64, 34.000000, 0.000000, 4.000000 
65, 12.000000, 0.000000, -37.000000 
66, -23.000000, 0.000000, -61.000000 
67, -39.000000, 0.000000, 26.000000 
68, -2.000000, 0.000000, -49.000000 
69, 17.000000, 0.000000, 24.000000 
70, -47.000000, 0.000000, 42.000000 
71, -58.000000, 0.000000, -16.000000 
72, 35.000000, 0.000000, -32.000000 
73, -37.000000, 0.000000, -57.000000 
74, 25.000000, 0.000000, -44.000000 
75, 61.000000, 0.000000, 43.000000 
76, 16.000000, 0.000000, 62.000000 
77, -50.000000, 0.000000, -63.000000 
78, 49.000000, 0.000000, -11.000000 
79, 34.000000, 0.000000, 32.000000 
80, -59.000000, 0.000000, -22.000000 
81, -18.000000, 0.000000, -8.000000 
82, -54.000000, 0.000000, -11.000000 
83, 61.000000, 0.000000, -9.000000 
84, -58.000000, 0.000000, -43.000000 
85, -27.000000, 0.000000, -19.000000 
86, -37.000000, 0.000000, -14.000000 
87, 58.000000, 0.000000, 46.000000 
